"","APPL_ID"
"5180","A025261"
"5181","A026780"
"5182","A020978"
"5183","XC002536"
"5184","S025278"
"5185","A017069"
"5186","A019905"
"5187","A018822"
"5188","C000753"
"5189","F000197S"
"5190","A007526"
"5191","A006241"
"5192","S012608"
"5193","C000569"
"5194","A015615"
"5195","A005996"
"5196","A011976"
"5197","S011143"
"5198","S013645"
"5199","S015506"
"5200","A020578"
"5201","S015033"
"5202","A012039"
"5203","C002356"
"5204","C002352"
"5205","S001258"
"5206","S009925"
"5207","C000014"
"5208","S013244"
"5209","C002073"
"5210","A019627"
"5211","S009580"
"5212","C004662"
"5213","A020577"
"5214","A008496"
"5215","A023876"
"5216","C005848"
"5217","A022396"
"5218","A022396"
"5219","S010598"
"5220","A022672"
"5221","C000463"
"5222","C000462"
"5223","A030984"
"5224","S012319"
"5225","S012315"
"5226","A023140"
"5227","S001327"
"5228","A022131"
"5229","A009787"
"5230","A028680"
"5231","A010453"
"5232","S002050"
"5233","A001270"
"5234","A002372"
"5235","C002468"
"5236","D031394R"
"5237","A010452"
"5238","A005880"
"5239","A025847"
"5240","A022132"
"5241","A010154"
"5242","A010163"
"5243","A010358"
"5244","A006200"
"5245","A001270"
"5246","A025640"
"5247","C005493"
"5248","A021974"
"5249","C005495"
"5250","S000933"
"5251","A029461"
"5252","C005497"
"5253","S001312"
"5254","C004698"
"5255","S013339"
"5256","A030212"
"5257","F003422S"
"5258","S001328"
"5259","A013764"
"5260","S012314"
"5261","A022673"
"5262","A020685"
"5263","C002090"
"5264","C002091"
"5265","S014179"
"5266","C002089"
"5267","S001343"
"5268","A009381"
"5269","A016238"
"5270","C004723"
"5271","S012393"
"5272","A017870"
"5273","A025736"
"5274","C005547"
"5275","S012386"
"5276","C004721"
"5277","C002094"
"5278","A015933"
"5279","C002882"
"5280","S014399"
"5281","C002883"
"5282","S003134"
"5283","S013462"
"5284","C001243"
"5285","A008971"
"5286","S013559"
"5287","S002837"
"5288","S014159"
"5289","S001234"
"5290","S013144"
"5291","D029585R"
"5292","S001576"
"5293","A029931"
"5294","S002312"
"5295","A028118"
"5296","S001212"
"5297","S001064"
"5298","C003880"
"5299","C001290"
"5300","S012753"
"5301","S014853"
"5302","S000710"
"5303","C001291"
"5304","S012416"
"5305","S010310"
"5306","C003886"
"5307","F004606S"
"5308","A011585"
"5309","S012548"
"5310","A020576"
"5311","A019297"
"5312","C003844"
"5313","A017748"
"5314","S003443"
"5315","A021231A"
"5316","A021231A"
"5317","A021382A"
"5318","A021231B"
"5319","S012410"
"5320","C002070"
"5321","A015952"
"5322","A016093"
"5323","A028869"
"5324","S012406"
"5325","A013667A"
"5326","A022677"
"5327","C002712"
"5328","S004159"
"5329","S003411"
"5330","F003738C"
"5331","S001587"
"5332","S004146"
"5333","S000871"
"5334","A016868"
"5335","C006035"
"5336","A021973"
"5337","S012374"
"5338","S013602"
"5339","S001311"
"5340","C005496"
"5341","C002954"
"5342","C004701"
"5343","A021974"
"5344","S002342"
"5345","S012375"
"5346","S013603"
"5347","S013991"
"5348","A022172"
"5349","A019411"
"5350","A022172"
"5351","C001585"
"5352","A022172"
"5353","A021642"
"5354","S001355"
"5355","A028441"
"5356","A021382B"
"5357","A024712"
"5358","C001096"
"5359","D029709R"
"5360","C000559"
"5361","F003445S"
"5362","A016951"
"5363","A020117"
"5364","A022438"
"5365","S013625"
"5366","S013582"
"5367","A024263"
"5368","A025984"
"5369","S012349"
"5370","A023715"
"5371","A016643"
"5372","C003996"
"5373","C003995"
"5374","S000898"
"5375","S010378"
"5376","S000897"
"5377","C004393"
"5378","C004405"
"5379","C004394"
"5380","C004397"
"5381","C004396"
"5382","C004395"
"5383","C004409"
"5384","A016145"
"5385","S015631"
"5386","S012397"
"5387","F010118S"
"5388","S002556"
"5389","A021104"
"5390","A000486"
"5391","S007269"
"5392","A010835"
"5393","C005374"
"5394","S010788"
"5395","C004733"
"5396","S001445"
"5397","A020062"
"5398","A020063"
"5399","A015590"
"5400","S002936"
"5401","S014920"
"5402","C005143"
"5403","A021664"
"5404","S003010"
"5405","F007101S"
"5406","A018795"
"5407","A023471"
"5408","F005180S"
"5409","A006241"
"5410","S012367"
"5411","S013609"
"5412","A022541"
"5413","A025929"
"5414","F007114S"
"5415","S012361"
"5416","S013666"
"5417","C003083"
"5418","S012332"
"5419","S012356"
"5420","S012357"
"5421","F007081S"
"5422","S001293"
"5423","S010380"
"5424","A020344"
"5425","S013583"
"5426","S001295"
"5427","A014937"
"5428","S000893"
"5429","S003678"
"5430","A022227"
"5431","S012417"
"5432","A013540"
"5433","A017862"
"5434","S001500"
"5435","S008872"
"5436","S009154"
"5437","A019555"
"5438","A018790"
"5439","A021317"
"5440","A019628"
"5441","A019619"
"5442","S001306"
"5443","A026246"
"5444","S009954"
"5445","S013689"
"5446","A020874"
"5447","S012363"
"5448","A028089"
"5449","A027431"
"5450","A029350"
"5451","A029350"
"5452","F003453C"
"5453","F003455C"
"5454","S013821"
"5455","A021917"
"5456","A028656"
"5457","F027421"
"5458","S011172"
"5459","S001396"
"5460","S010031"
"5461","F003732C"
"5462","S010092"
"5463","A016870"
"5464","A001042"
"5465","A021908"
"5466","S010977"
"5467","C004287"
"5468","S003054"
"5469","A000065"
"5470","S001097"
"5471","C004312"
"5472","S008720"
"5473","A023541"
"5474","A002283"
"5475","A010856"
"5476","A014443"
"5477","A014443"
"5478","A005630"
"5479","C002452"
"5480","S012234"
"5481","S011543"
"5482","S013468"
"5483","A020614"
"5484","A029837"
"5485","F004585S"
"5486","A014740"
"5487","A020504"
"5488","A020139"
"5489","A011257"
"5490","A010186"
"5491","A022898"
"5492","S007053"
"5493","S013636"
"5494","S010379"
"5495","A022113"
"5496","S000193"
"5497","S012436"
"5498","A022932"
"5499","A029535"
"5500","A023260C"
"5501","A023260B"
"5502","C003125"
"5503","A029830"
"5504","S010381"
"5505","S001294"
"5506","S010383"
"5507","A018822"
"5508","S014121"
"5509","A025089"
"5510","S009930"
"5511","C002694"
"5512","C002723"
"5513","F007095S"
"5514","A009274"
"5515","A009275"
"5516","A009273"
"5517","A009207"
"5518","S013641"
"5519","S000364"
"5520","A019555"
"5521","A020786"
"5522","S000055"
"5523","S003683"
"5524","A019105"
"5525","S000183"
"5526","A020786"
"5527","S001264"
"5528","A030983"
"5529","S008302"
"5530","A022618"
"5531","A022617"
"5532","S000867"
"5533","S014812"
"5534","S014722"
"5535","S015355"
"5536","S003173"
"5537","A013676"
"5538","C004155"
"5539","C002461"
"5540","A000481"
"5541","A018908"
"5542","A011242"
"5543","A022819"
"5544","A022253"
"5545","A001193"
"5546","C004814"
"5547","A026776"
"5548","A029036"
"5549","A020330"
"5550","A011501"
"5551","A018396"
"5552","D029757R"
"5553","A020724"
"5554","A028937"
"5555","S004510"
"5556","A009452"
"5557","A009452"
"5558","A019296"
"5559","C002451"
"5560","A027775"
"5561","A021975"
"5562","C004710"
"5563","F003444S"
"5564","C005843"
"5565","A031001"
"5566","S001354"
"5567","A022670"
"5568","A007156"
"5569","S012316"
"5570","S015397"
"5571","A030984"
"5572","S014144"
"5573","A016583"
"5574","A016582"
"5575","C004717"
"5576","A021675"
"5577","S013535"
"5578","S010769"
"5579","C004667"
"5580","C000467"
"5581","S010968"
"5582","A021815"
"5583","S000695"
"5584","S000695"
"5585","C000466"
"5586","C002711"
"5587","A025723"
"5588","S002959"
"5589","C004675"
"5590","A016223"
"5591","S001218"
"5592","S001349"
"5593","S001348"
"5594","A026105"
"5595","S009153"
"5596","C000456"
"5597","C000455"
"5598","C004705"
"5599","S008423"
"5600","C005574"
"5601","C005845"
"5602","C004699"
"5603","S002836"
"5604","S002835"
"5605","C002886"
"5606","S000860"
"5607","A010380"
"5608","S002961"
"5609","C000432"
"5610","A015470A"
"5611","S001319"
"5612","S008301"
"5613","S012208"
"5614","S012752"
"5615","A015559"
"5616","S002310"
"5617","C004392"
"5618","A019406"
"5619","S012379"
"5620","S007058"
"5621","S001331"
"5622","A025232"
"5623","S001336"
"5624","A019413"
"5625","S012380"
"5626","S000698"
"5627","A019408"
"5628","A021382B"
"5629","F003440S"
"5630","D031219R"
"5631","C005978"
"5632","A019602"
"5633","A024631"
"5634","S013691"
"5635","A020926"
"5636","A028515"
"5637","S012369"
"5638","S013690"
"5639","F010805S"
"5640","A015197"
"5641","C002888"
"5642","S000833"
"5643","S008072"
"5644","S002413"
"5645","A016869"
"5646","A026030"
"5647","C005827"
"5648","C004324"
"5649","S004126"
"5650","S004127"
"5651","C004700"
"5652","S012323"
"5653","A022671"
"5654","S000669"
"5655","S012322"
"5656","A007536"
"5657","C001586"
"5658","A021397"
"5659","A021382B"
"5660","A028440"
"5661","A025184"
"5662","C001966"
"5663","A028799"
"5664","S001323"
"5665","A005171"
"5666","C004036"
"5667","S012362"
"5668","A020356"
"5669","S001290"
"5670","F007018S"
"5671","A006241"
"5672","A025785"
"5673","A004453"
"5674","S013665"
"5675","S000239"
"5676","A022470"
"5677","S015028"
"5678","A008996"
"5679","A008996"
"5680","S001307"
"5681","C004387"
"5682","C004391"
"5683","S015630"
"5684","C004403"
"5685","A004592"
"5686","A027527"
"5687","A022264"
"5688","A027527"
"5689","A023873"
"5690","A023873"
"5691","S004360"
"5692","A004939"
"5693","C002357"
"5694","C002361"
"5695","A004261"
"5696","S013686"
"5697","A030273"
"5698","A029674"
"5699","A023740"
"5700","S008021"
"5701","C002364"
"5702","A010363"
"5703","A008581"
"5704","A025072"
"5705","A026914"
"5706","A013870"
"5707","A016725"
"5708","F010371S"
"5709","F010368S"
"5710","C005927"
"5711","A018794"
"5712","A019612"
"5713","S013428"
"5714","A019594"
"5715","A025744"
"5716","A025743"
"5717","A010882"
"5718","C001319"
"5719","A016983"
"5720","A019494"
"5721","A021840"
"5722","A019493"
"5723","S013213"
"5724","S012360"
"5725","S013595"
"5726","A019716"
"5727","S013606"
"5728","S013607"
"5729","A023009"
"5730","A013625"
"5731","C005022"
"5732","S000831"
"5733","A024785"
"5734","D030500R"
"5735","A024785"
"5736","A023232"
"5737","A013800"
"5738","A012899"
"5739","A026174"
"5740","C004518"
"5741","S013090"
"5742","S000178"
"5743","C002365"
"5744","S015055"
"5745","S013126"
"5746","S013129"
"5747","S013127"
"5748","S013130"
"5749","S013833"
"5750","S002315"
"5751","A012054"
"5752","A022130"
"5753","F004520S"
"5754","A017069"
"5755","A017069"
"5756","A017069"
"5757","A017069"
"5758","A027750"
"5759","A025514"
"5760","A017069"
"5761","A016200"
"5762","A011271"
"5763","A019601"
"5764","S010735"
"5765","S000248"
"5766","S001297"
"5767","A019555"
"5768","A024825"
"5769","A018302"
"5770","S010289"
"5771","S003666"
"5772","A029278"
"5773","C002450"
"5774","A022135"
"5775","S009141"
"5776","S013782"
"5777","S009142"
"5778","S003113"
"5779","A010716"
"5780","A025586"
"5781","A019913"
"5782","F004576S"
"5783","A014900"
"5784","A023124"
"5785","S003174"
"5786","A014112"
"5787","S008428"
"5788","D030654R"
"5789","A022592"
"5790","A026245"
"5791","A022566"
"5792","A020615"
"5793","A012104"
"5794","C005508"
"5795","C005513"
"5796","C005511"
"5797","S004675"
"5798","A029060"
"5799","A017776"
"5800","A020779"
"5801","C004620"
"5802","S013672"
"5803","A001571"
"5804","S013586"
"5805","S000241"
"5806","S013889"
"5807","A007003"
"5808","S001296"
"5809","A016344"
"5810","A003795"
"5811","S013604"
"5812","S013637"
"5813","S013643"
"5814","A023947"
"5815","A023301"
"5816","S000911"
"5817","A029535"
"5818","A025921"
"5819","A006241"
"5820","A019608"
"5821","A029544"
"5822","S001497"
"5823","A029535"
"5824","A020793"
"5825","A006241"
"5826","S013617"
"5827","A018823"
"5828","A014583"
"5829","C004614"
"5830","A014810"
"5831","A014807"
"5832","A014808"
"5833","F000180S"
"5834","A019105"
"5835","S003710"
"5836","C004616"
"5837","A004989"
"5838","S000236"
"5839","S001022"
"5840","A022524"
"5841","S012413"
"5842","C002890"
"5843","F008557S"
"5844","C005498"
"5845","A014284"
"5846","S001875"
"5847","A001193"
"5848","A008330"
"5849","C004587"
"5850","A007716"
"5851","E000033"
"5852","S003234"
"5853","A023924"
"5854","A027178"
"5855","D031381R"
"5856","A021130"
"5857","C004148"
"5858","A015125"
"5859","A024136"
"5860","A004959"
"5861","A014682"
"5862","A030977"
"5863","C005836"
"5864","A011931"
"5865","A018279"
"5866","F004554S"
"5867","A026247"
"5868","A026522"
"5869","F004057S"
"5870","A022131"
"5871","A030812"
"5872","S009635"
"5873","A005631"
"5874","A021672"
"5875","A015205"
"5876","C004149"
"5877","A005631"
"5878","A015574"
"5879","A014400"
"5880","S000378"
"5881","A022819"
"5882","A014390A"
"5883","A009625"
"5884","A014390"
"5885","A016436"
"5886","F000203S"
"5887","S004965"
"5888","S001276"
"5889","S013579"
"5890","C004649"
"5891","A019740"
"5892","A012374"
"5893","S013639"
"5894","A029535"
"5895","A019560"
"5896","C000106"
"5897","A018674"
"5898","A024811"
"5899","F004570S"
"5900","A016642"
"5901","A006563"
"5902","F004556S"
"5903","A017827"
"5904","A012108"
"5905","A019913"
"5906","C005509"
"5907","S009317"
"5908","A020329"
"5909","C002516"
"5910","C003863"
"5911","A013913"
"5912","A011753"
"5913","A023520"
"5914","Z002406"
"5915","A005880"
"5916","A013772"
"5917","A013594"
"5918","A028680"
"5919","A003332"
"5920","F004515S"
"5921","C003860"
"5922","A023564"
"5923","C003859"
"5924","A029537"
"5925","A003265"
"5926","C002344"
"5927","S001602"
"5928","S004475"
"5929","F000174S"
"5930","A023188"
"5931","A023853"
"5932","C000568"
"5933","L031217"
"5934","A000892"
"5935","A028413"
"5936","C004810"
"5937","C005313"
"5938","C005506"
"5939","A026942"
"5940","A025500"
"5941","S003091"
"5942","S003092"
"5943","S003100"
"5944","A021361"
"5945","A013658"
"5946","A027071"
"5947","S013674"
"5948","A020424"
"5949","S015046"
"5950","S013671"
"5951","A026191"
"5952","C003123"
"5953","S010289"
"5954","S013471"
"5955","S009927"
"5956","A022061"
"5957","A000476"
"5958","S013642"
"5959","C004648"
"5960","A018394"
"5961","A018696"
"5962","F008558S"
"5963","A013957"
"5964","A013956"
"5965","A020309"
"5966","A018745"
"5967","A020427"
"5968","S009679"
"5969","D031474R"
"5970","A001712"
"5971","A020615"
"5972","A018748"
"5973","A023299"
"5974","A022320"
"5975","S007785"
"5976","S001893"
"5977","S001891"
"5978","S004508"
"5979","A023924"
"5980","C004812"
"5981","A023411"
"5982","A019565"
"5983","A013398"
"5984","C005983"
"5985","C005984"
"5986","A008460"
"5987","A012844"
"5988","C004647"
"5989","S013682"
"5990","X003400"
"5991","F005181S"
"5992","S013733"
"5993","A013254"
"5994","S015385"
"5995","A019607"
"5996","X003498"
"5997","C005790"
"5998","A028835"
"5999","A004856"
"6000","S008338"
"6001","A028906"
"6002","S014037"
"6003","A030265"
"6004","A020537"
"6005","A002372"
"6006","F008048S"
"6007","A019940"
"6008","A009092"
"6009","A014740"
"6010","A007657"
"6011","S008599"
"6012","S002051"
"6013","A021200"
"6014","A001270"
"6015","A006701"
"6016","A008180"
"6017","S009981"
"6018","A010134"
"6019","Z002406"
"6020","S012747"
"6021","A027875"
"6022","S001257"
"6023","C002736"
"6024","A014447"
"6025","A026130"
"6026","F000179S"
"6027","A018780A"
"6028","A020803"
"6029","A010878"
"6030","A008495"
"6031","A018523A"
"6032","C004690"
"6033","C002449"
"6034","A029549"
"6035","A005629"
"6036","A029549"
"6037","A020504"
"6038","A016078"
"6039","A014286"
"6040","A028564"
"6041","A020614"
"6042","A025944"
"6043","A013452"
"6044","S004550"
"6045","C005499"
"6046","F004561S"
"6047","C004516"
"6048","A009765"
"6049","A019121"
"6050","S015891"
"6051","A019121"
"6052","A019233"
"6053","A019265"
"6054","A023364"
"6055","A017739"
"6056","A019265"
"6057","A030812"
"6058","A000640"
"6059","A000462"
"6060","A019534"
"6061","S012935"
"6062","E000032"
"6063","A023924"
"6064","S013379"
"6065","A006097"
"6066","A005590"
"6067","A021420"
"6068","C005835"
"6069","S004717"
"6070","A009094"
"6071","S000936"
"6072","S004933"
"6073","L031610"
"6074","S001346"
"6075","A022172"
"6076","S012412"
"6077","S000869"
"6078","L031291"
"6079","S025261"
"6080","S000593"
"6081","C000048"
"6082","S000834"
"6083","A013701"
"6084","S012892"
"6085","C002714"
"6086","S001353"
"6087","S013557"
"6088","S001533"
"6089","A029867"
"6090","C000064"
"6091","S012612"
"6092","A031110"
"6093","C004000"
"6094","A018999"
"6095","A028511"
"6096","S010536"
"6097","A030852"
"6098","A030852"
"6099","A031379"
"6100","A028103"
"6101","A002696"
"6102","C004089"
"6103","A029532"
"6104","A029018"
"6105","A031379"
"6106","A000186"
"6107","A016780"
"6108","A016780"
"6109","C005795"
"6110","A006072"
"6111","S009686"
"6112","S001517"
"6113","A015574"
"6114","A015563"
"6115","S000946"
"6116","S008047"
"6117","D031566R"
"6118","A023924"
"6119","A022443"
"6120","A015563"
"6121","A019827"
"6122","A024730"
"6123","C001105"
"6124","A002372"
"6125","A023594"
